职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
猎头顾问,"
                    	20-50万
                    ",北京,大专及以上,2年以上,语言不限,25-28岁,,"
               猎头顾问：工作内容：1.	负责客户信息分析，研究客户需求，并维系良好的客户关系； 2.	从客户端收集、分析招聘需求的详细信息并实施有效的招聘行动； 3.	从客户的招聘需求中确认职位的所需能力及资历，分析市场并确立搜寻的方向及目标； 4.	准确地传达客户的招聘需求，为候选人做面试、评估，通过有效的匹配工作来确定合适的候选人； 5.	进行候选人的薪资协调及谈判工作及后续的维护跟进工作；6.	按照工作流程完成工作日的、周、年计划、总结；7.	按照公司相关管理规章制度 、工作流程、各项标准完成日常工作。","要求：1.	如果你具有丰富的猎头工作经验或招聘经验，希望你心怀更大的梦想，热爱猎头行业，积极进取，责任心强；2.	如果你已经具备互联网行业广博的人脉关系，人脉拓展能力和资源；3.	如果你还能不断自我激励，良好的沟通能力，高效完成工作目标；4.	如果你具备团队合作精神、优秀的职业操守和职业素养；5.	希望你具有敏锐的行业感知力和准确的判断力，较强的抗压能力和协调能力；6.	希望你简单、专注；努力、分享；有态度、有结果。
",猎头业务部,不限,合伙人,0人,,,"
100%
							",1
猎头顾问助理,"
                    	10-20万
                    ",北京,大专及以上,1年以上,语言不限,22-28岁,,"
               猎头顾问助理：工作内容：1、	建立互联网人才搜寻渠道，了解中高级人才的动态信息；2、	进行职位分析，制定详细的寻访方案，选择寻访渠道；3、	搜索、寻访、沟通及推荐候选人； 4、	与候选人保持良好的关系；5、	按照工作流程完成工作日志、周、月、年计划、总结；6、	按照公司相关管理规章制度 、工作流程、各项标准完成日常工作。","要求：1.	如果你是新人，没有相关猎头经验或经验较浅，只要你有梦想，热爱猎头行业，积极进取，责任心强；2.	如果你还能不断自我激励，良好的沟通能力，高效完成工作目标；3.	如果你具备团队合作精神、优秀的职业操守和职业素养。4.	希望你通过学习和培训能快速积累到互联网行业广博的人脉资源，人脉拓展能力和寻访能力；5.	希望你简单、专注；努力、分享；有态度、有结果。
",猎头业务部,不限,合伙人,0人,,,"
<15%
							",1
猎头顾问助理,"
                    	10-20万
                    ",天津,大专及以上,经验不限,语言不限,20-25岁,,"
               负责协助公司顾问完成客户信息的收集整理负责协助公司顾问完成候选人信息的收集和整理负责协助公司顾问完成行业信息的收集和整理负责公司安排的其他工作
            ",,猎头部,不限,猎头顾问,0人,,,"
86%
							",1
外资猎头公司驻长沙合伙人,"
                    	15-30万
                    ",长沙,本科及以上,3年以上,语言不限,25-40岁,,"
               1、参与公司战略目标和经营指标的制定和实施；2、负责大客户开发与维护，组建项目团队完成高级人才推荐和咨询外包项目；3、负责区域内人才建设和渠道建设； 岗位要求： 1、对猎头业务有较深的理解； 2、从事猎头顾问、人力资源、销售工作时有较好的业绩产出；3、有团队组建和系统性思维，有管理过3人以上团队的经验尤佳； 4、具创业精神，有激情并勇于承担责任； 5、有意愿在猎头行业长期发展。
            ",,人力资源部,不限,总经理,0人,,,"
100%
							",1
猎头顾问,"
                    	10-15万
                    ",大连,统招本科,1年以上,语言不限,24-32岁,,"
               1.高端人才寻访战略制定2.高端人才职业生涯规划3.人才地图深度挖掘4.面试辅导和薪资谈判
",,猎头部,不限,部门主管,0人,,,"
<15%
							",1
猎头顾问(急聘),"
                    	15-45万
                    ",广州,统招本科,1年以上,普通话,20-35岁,,"
               岗位职责:1. 独立承担受托招聘项目，与客户保持充分沟通，对客户招聘需求作出正确分析；2. 通过各种渠道有效访寻候选人；3. 对候选人进行初步面试和甄选，并与客户需求进行匹配，推荐合适的候选人；4. 协调安排客户面试、候选人背景调查、薪酬谈判、签署录用函等事宜，并及时解决各环节中遇到的问题；5. 做好候选人入职后的跟踪服务，为候选人提供相应的心理辅导和职业发展建议；6. 与客户保持良好关系，善于运用销售技巧，准确寻找和挖掘客户需求，赢取新的合作。","要求:1. 本科及以上学历，过往工作业绩或能力突出者可适当放宽要求；2. 具备优秀的沟通谈判能力和客户服务技巧；3. 有二年以上销售类或招聘类工作经验，二年地产行业人才顾问/猎头工作经验优先考虑；4. 成熟稳重，责任感强，有耐心，能够承受工作压力。
            ",猎头部,不限,部门leader,0人,,,"
<15%
							",1
猎头顾问/助理,"
                    	10-12万
                    ",广州,统招本科,经验不限,英语 + 普通话,20-27岁,,"
               岗位职责：1.根据职位需求从各种渠道筛选合适的候选人； 2.负责开展联系候选人的工作，并对相关候选人资料进行收集、分类和整理； 3.负责进行简历的初步筛选及面试方案的准备； 4.整理候选人推荐报告，负责数据的编辑和录入工作； 5.把所有客户信息、职位信息、猎取总结与候选人简历等资料整理录入公司系统；6.完成上级交代的工作。","要求：1.本科及以上学历，心理学、统计学专业优先；2.有人力资源招聘及猎头等相关经验1年以上优先； 3.有良好的分析和判断力，较强的语言沟通表达能力，学习能力佳；4.目标意识明确，结果导向，主动性强，具有强烈的进取心；5.善于与人沟通，有一定的客户服务意识，思维缜密，关注细节；6.良好的团队协作意识，能够承受较大的工作压力，具有高度的责任感。
            ",猎头部,不限,Team Leader,0人,,,"
100%
							",1
猎头顾问,"
                    	10-11万
                    ",北京,统招本科,1年以上,语言不限,20-30岁,,"
               猎头顾问 有无经验均可 公司有培训 节假日周末双休；猎头顾问 有无经验均可 公司有培训 节假日周末双休；猎头顾问 有无经验均可 公司有培训 节假日周末双休；猎头顾问 有无经验均可 公司有培训 节假日周末双休；猎头顾问 有无经验均可 公司有培训 节假日周末双休；猎头顾问 有无经验均可 公司有培训 节假日周末双休；猎头顾问 有无经验均可 公司有培训 节假日周末双休；猎头顾问 有无经验均可 公司有培训 节假日周末双休；
            ",,项目组,不限,事业部总,0人,,,"
100%
							",1
猎头顾问,"
                    	20-50万
                    ",上海,大专及以上,1年以上,语言不限,20-50岁,,"
               1、分析职位要求，与客户hr沟通职位详细需求和职位相关情况。2、确定寻访方向、策略，开始搜寻，并根据招聘进度做出调整。3、联系候选人，判断候选人的匹配性，做推荐。4、进行一些必要的候选人面试培训，跟进招聘进度。5、协助候选人入职。
            ",,业务部,不限,客户经理,0人,,,"
75%
							",1
猎头顾问/助理顾问,"
                    	10-30万
                    ",上海,本科及以上,经验不限,英语 + 普通话,20-30岁,,"
               岗位职责: 1、分析企业招聘职位需求情况，提炼关键词并搜寻合适简历； 2、通过过电话沟通了解候选人目前的职位，薪资，履历等情况； 3、评估候选人综合能力是否胜任企业招聘的岗位； 4、筛选和推荐合适的候选人给企业，满足企业用人需求； ","条件: 1、有电话沟通经验者优先考虑 2、沟通表达能力强、责任心强 3、理解能力强，有团队精神，服务意识 4、熟练使用日常办公软件和互联网
            ",项目部,不限,Manager,0人,,,"
100%
							",1
营销咨询顾问（2018届）,"5-7万
                                        

"," 
南京-鼓楼区
",本科及以上,经验不限,语言不限,年龄不限,"带薪年假,五险一金,双休,节日礼物,弹性工作,领导好,岗位晋升,技能培训,团队聚餐,公司规模大,管理规范,优秀员工奖,发展空间大,",岗位职责：1、挖掘企业招聘需求并维护客户关系；2、向企业（人力资源部）售卖猎聘网的招聘服务产品；3、达成业绩指标，和企业用户签订服务合同，并确保用户回款；,"资格： 1、本科及以上学历（只接受2018届学生），不限专业，想在猎聘网长期工作；2、熟练使用internet及office办公软件； 3、对销售有热情，具有开创性思维和较强的服务意识；4、具有优异的的沟通协调能力和学习能力；发展路线：1、销售路线：LPT销售—SS销售—KA大客户销售经理2、销售管理路线：LPT销售—Mentor—Coach—见习销售经理—销售经理—高级销售经理3、专业猎头/职业顾问路线：行业深耕—职业经理人4、人力资源路线：人力资源经理—人力资源总监
",大客户售前部,不限,无,0人,中介服务,1000-2000人,100%,
